"DiseaseID","DiseaseName","OmimID"
"Thy_0062","Thyroid cancer","155240"
"Thy_0063","Thyroid cancer","613937"
"Thy_0064","Thyroid cancer","165070"
"Thy_0065","Thyroid cancer","604949"
"Thy_0066","Thyroid cancer","606523"
"Thy_0067","Thyroid cancer","162300"
"Thy_0068","Thyroid cancer","164761"
"Thy_0069","Thyroid cancer","604161"
"Thy_0070","Thyroid cancer","601843"
"Thy_0071","Thyroid cancer","601528"
"Thy_0072","Thyroid cancer","600349"
"Thy_0073","Thyroid cancer","171400"
"Thy_0074","Thyroid cancer","274700"
"Thy_0075","Thyroid cancer","611731"
"Thy_0076","Thyroid cancer","603386"
"Thy_0077","Thyroid cancer","158350"
"Thy_0078","Thyroid cancer","616858"
"Thy_0079","Thyroid cancer","610512"
"Thy_0080","Thyroid cancer","601728"
"Thy_0081","Thyroid cancer","171834"
"Thy_0082","Thyroid cancer","603924"
"Thy_0083","Thyroid cancer","164757"
"Thy_0084","Thyroid cancer","607702"
"Thy_0085","Thyroid cancer","616535"
"Thy_0086","Thyroid cancer","616534"
"Thy_0087","Thyroid cancer","188470"
"Thy_0088","Thyroid cancer","606240"
